date,project_id,client,region,fleet_size,deployment_status,planned_daily_spend_usd,actual_daily_spend_usd,hw_cost_actual_usd,hw_cost_planned_usd,labor_hours,shipping_delay_days,cumulative_planned_usd,cumulative_actual_usd,is_spike_day
2024-07-17,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3386.52,3657.7,2184.52,2031.91,106.6,0.0,540809.06,554304.96,False
2024-03-15,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3818.76,4034.02,2581.92,2291.26,78.8,0.0,167742.34,171448.88,False
2024-08-20,AMR-006,Unilever - Rotterdam DC,EMEA,10,Monitoring,3548.0,3185.81,1897.34,2128.8,93.5,0.0,661150.47,675448.51,False
2024-06-18,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3978.06,3914.09,2504.71,2386.84,82.7,0.0,530340.83,544979.14,False
2024-02-12,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3626.34,3751.0,2144.9,2175.8,87.9,0.0,44776.22,48321.45,False
2024-09-11,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5854.2,5712.24,3661.84,3512.52,298.0,0.0,771159.25,798328.75,False
2024-09-14,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,4963.67,5632.66,3305.23,2978.2,160.9,0.0,963864.76,997197.45,False
2024-03-14,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3505.2,3513.7,2250.82,2103.12,93.7,0.0,101818.03,103327.06,False
2024-04-20,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4646.83,4225.91,2815.88,2788.1,133.8,0.0,427388.97,437737.37,False
2024-05-14,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,3730.21,4046.85,2483.81,2238.13,124.7,0.0,505042.68,523377.82,False
2024-06-01,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,4998.53,5099.06,2952.15,2999.12,191.7,0.0,426873.72,436675.2,False
2024-07-23,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Go-Live,3654.98,3736.83,2348.82,2192.99,66.0,0.0,663407.17,684684.47,False
2024-08-14,AMR-005,Amazon - Dallas FC,North America,30,UAT,6204.78,5706.55,3820.06,3722.87,331.8,0.0,845901.24,868855.8,False
2024-05-28,AMR-004,Bosch - Stuttgart Plant,EMEA,15,UAT,4859.32,4883.71,3273.46,2915.59,165.5,0.0,604410.16,620290.06,False
2024-05-08,AMR-004,Bosch - Stuttgart Plant,EMEA,15,UAT,4725.92,4651.82,2740.68,2835.55,167.4,0.0,511086.47,525380.09,False
2024-04-17,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4204.86,4891.89,3334.55,2522.91,110.9,0.0,394120.78,404202.08,False
2024-06-28,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5576.39,6086.76,3522.5,3345.83,245.7,0.0,339190.82,351533.94,False
2024-06-11,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4107.91,4616.84,2856.04,2464.74,125.4,0.0,622087.23,644324.0,False
2024-02-21,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4243.76,4545.8,2694.64,2546.25,120.6,0.0,160071.25,161126.82,False
2024-06-22,AMR-001,Ford Motor - Michigan Facility,North America,12,Go-Live,4114.12,4376.91,3013.62,2468.47,,0.0,668565.49,692167.6,False
2024-05-04,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3425.53,3451.62,2162.0,2055.32,116.1,0.0,280651.7,285709.09,False
2024-03-20,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3787.06,4003.0,2571.3,2272.23,93.4,0.0,186635.74,190356.4,False
2024-11-21,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Go-Live,5582.8,5242.38,2895.69,3349.68,280.8,0.0,1186117.06,1225094.91,False
2024-07-25,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,5504.98,5458.69,3167.8,3302.99,288.1,0.0,496307.07,513301.04,False
2024-06-19,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3907.86,3157.14,2090.45,2344.72,71.8,1.0,534248.69,548136.27,False
2024-04-06,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3916.2,3706.96,2114.3,2349.72,91.0,0.0,251640.44,257152.01,False
2024-08-08,AMR-006,Unilever - Rotterdam DC,EMEA,10,Go-Live,3388.93,3100.55,2104.45,2033.36,105.9,0.0,618604.64,631452.54,False
2024-01-30,AMR-001,Ford Motor - Michigan Facility,North America,12,Planning,4205.22,4203.23,2454.21,2523.13,105.7,2.0,67101.77,69102.03,False
2024-06-14,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4262.97,4273.06,2925.64,2557.78,141.3,0.0,635214.16,657028.9,False
2024-02-29,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4353.64,4325.68,2793.93,2612.18,114.9,0.0,192836.02,194718.99,False
2024-05-27,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6002.5,6283.62,3672.27,3601.5,280.2,0.0,358070.1,366376.24,False
2024-06-06,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5175.79,5082.26,2827.45,3105.47,220.4,0.0,452258.85,462165.82,False
2024-10-27,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5845.99,6114.43,3741.29,3507.59,299.2,0.0,1040203.09,1076050.29,False
2024-03-24,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Staging & Config,4663.95,4812.5,3285.8,2798.37,154.7,0.0,300904.07,312025.3,False
2024-07-15,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3215.01,3380.15,1944.45,1929.01,83.8,0.0,533747.22,547143.83,False
2024-05-17,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4050.2,4727.78,2823.67,2430.12,132.5,0.0,517851.01,536527.46,False
2024-07-30,AMR-006,Unilever - Rotterdam DC,EMEA,10,Go-Live,3768.78,3568.09,2355.28,2261.27,110.4,0.0,587146.24,599774.54,False
2024-08-08,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5705.46,6035.63,3662.29,3423.28,200.4,1.0,575304.29,595015.75,False
2024-08-22,AMR-005,Amazon - Dallas FC,North America,30,UAT,5783.82,6202.77,3565.98,3470.29,303.4,0.0,895717.26,918179.28,False
2024-02-14,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3840.22,3462.35,2335.73,2304.13,73.0,0.0,52364.62,54779.62,False
2024-04-07,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,4819.84,5246.05,2922.99,2891.9,220.3,0.0,148936.85,150943.3,False
2024-08-26,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5797.15,5675.65,3876.4,3478.29,273.1,0.0,679014.51,704803.91,False
2024-04-04,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5707.47,4996.15,3443.45,3424.48,215.0,0.0,133012.02,135289.67,False
2024-03-09,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Hardware Procurement,3996.01,3569.47,1971.1,2397.61,88.4,0.0,144803.98,149275.62,False
2024-06-13,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5961.87,5265.1,3501.14,3577.12,283.1,0.0,253357.38,263372.83,False
2024-06-21,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,4751.0,4993.09,2915.74,2850.6,224.2,0.0,528318.78,540314.38,False
2024-01-24,AMR-001,Ford Motor - Michigan Facility,North America,12,Planning,4049.1,4248.08,,2429.46,101.3,0.0,42198.43,43530.17,False
2024-08-15,AMR-006,Unilever - Rotterdam DC,EMEA,10,Monitoring,3542.9,,2468.04,2125.74,114.3,1.0,643152.76,657647.66,False
2024-05-16,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6720.06,5881.28,3858.11,4032.03,302.4,0.0,288917.88,295551.59,False
2024-04-23,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,5958.76,6099.0,3539.5,3575.26,281.9,0.0,142877.82,141697.09,False
2024-03-25,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3785.67,3908.74,2674.42,2271.4,88.8,0.0,206146.0,210048.97,False
2024-07-28,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Monitoring,4021.7,3969.35,2457.29,2413.02,90.0,2.0,682831.7,703714.71,False
2024-03-18,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,4054.03,4343.54,2662.45,2432.42,141.8,0.0,267576.15,272959.18,False
2024-07-08,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5100.95,4776.61,3162.28,3060.57,174.4,0.0,613664.12,631979.5,False
2024-08-05,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,5609.93,5793.42,3222.19,3365.96,245.4,0.0,558788.98,576859.45,False
2024-05-27,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3154.42,3586.13,2063.62,1892.65,96.6,0.0,361775.82,367613.23,False
2024-12-17,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Monitoring,5784.81,5461.04,3084.12,3470.89,265.9,0.0,1336901.18,1378589.9,False
2024-04-28,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4549.78,5040.92,3003.9,2729.87,139.4,0.0,464765.34,476129.49,False
2024-07-10,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Go-Live,3778.6,4154.81,2632.16,2267.16,87.7,0.0,614320.57,632402.32,False
2024-09-29,AMR-003,DHL - Singapore Hub,APAC,20,Monitoring,5183.93,5256.65,3362.62,3110.36,212.7,0.0,1040919.81,1075397.34,False
2024-03-13,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,4251.82,4304.66,2872.04,2551.09,110.9,0.0,247141.21,251819.6,False
2024-04-08,AMR-005,Amazon - Dallas FC,North America,30,Planning,6595.41,5449.98,3148.48,3957.25,240.8,0.0,50100.02,47852.93,False
2024-06-27,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3699.48,3582.95,2469.84,2219.69,118.3,1.0,471576.44,482157.97,False
2024-06-16,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3666.19,3751.34,2247.26,2199.71,79.1,0.0,522732.77,537373.95,False
2024-06-11,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5476.26,5490.84,3274.46,3285.75,227.1,0.0,477592.73,489665.66,False
2024-07-18,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Go-Live,4082.5,3747.33,2124.91,2449.5,73.2,0.0,644415.61,665776.3,False
2024-06-19,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Monitoring,4183.14,5640.93,3767.89,2509.88,128.4,0.0,705445.39,729969.18,True
2024-08-10,AMR-003,DHL - Singapore Hub,APAC,20,UAT,5292.21,8168.0,4551.58,3175.33,211.4,0.0,784333.81,807763.92,True
2024-09-01,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5647.57,5635.61,3703.48,3388.54,286.4,0.0,712936.04,741917.56,False
2024-06-21,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,5917.17,6573.11,3914.02,3550.3,291.5,2.0,514116.28,524175.02,False
2024-07-10,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3688.74,3477.31,2313.0,2213.25,114.7,1.0,516989.52,528813.04,False
2024-04-27,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6325.53,6887.92,4301.97,3795.32,285.8,0.0,169324.34,168599.83,False
2024-05-07,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3705.1,4322.49,2588.85,2223.06,75.0,0.0,369602.46,379457.29,False
2024-02-03,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Planning,4985.67,4183.67,2802.47,2991.4,140.7,0.0,69372.16,70560.87,False
2024-05-03,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4471.58,4726.93,3013.72,2682.95,167.4,0.0,487850.75,501598.44,False
2024-07-07,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5174.96,5195.05,3398.22,3104.97,214.5,0.0,608563.18,627202.89,False
2024-03-02,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4294.25,4433.15,3091.38,2576.55,99.3,0.0,201430.63,203577.79,False
2024-07-01,AMR-001,Ford Motor - Michigan Facility,North America,12,Go-Live,4119.02,3303.85,2158.51,2471.41,138.4,0.0,705936.63,729872.02,False
2024-10-03,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5595.93,,3997.46,3357.56,234.6,0.0,899858.36,932166.62,False
2024-04-29,AMR-006,Unilever - Rotterdam DC,EMEA,10,Staging & Config,3883.53,3812.97,2628.69,2330.12,87.4,0.0,263038.59,267226.53,False
2024-06-17,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5717.72,6102.74,4243.62,3430.63,296.1,0.0,277112.73,286671.96,False
2024-11-25,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Go-Live,5287.96,5337.83,3333.08,3172.77,206.3,0.0,1208876.53,1248944.86,False
2024-05-10,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3720.03,3735.1,2533.6,2232.02,64.6,0.0,381193.63,391554.41,False
2024-05-20,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,4070.04,4678.92,2905.76,2442.02,74.2,0.0,419344.62,433754.26,False
2024-08-25,AMR-003,DHL - Singapore Hub,APAC,20,Go-Live,5220.63,5378.88,3547.1,3132.38,164.1,0.0,861326.05,889287.83,False
2024-05-07,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,5424.95,4518.47,2978.85,3254.97,160.4,0.0,298821.37,306483.5,False
2024-04-30,AMR-001,Ford Motor - Michigan Facility,North America,12,Site Installation,4476.54,4385.45,2531.97,2685.93,133.9,0.0,448496.7,462136.99,False
2024-03-11,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3567.75,3590.74,2090.56,2140.65,106.4,0.0,91329.16,92281.79,False
2024-02-01,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Planning,4423.58,4705.18,3138.13,2654.15,173.9,0.0,59587.29,61524.1,False
2024-12-01,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Go-Live,6396.04,6707.32,3729.53,3837.63,241.4,0.0,1243901.77,1283797.59,False
2024-07-06,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,4013.82,4358.53,2590.12,2408.29,71.5,0.0,599163.18,615182.98,False
2024-08-15,AMR-003,DHL - Singapore Hub,APAC,20,UAT,5329.16,6441.93,4195.48,3197.5,163.4,0.0,809326.77,835510.58,False
2024-11-09,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5931.08,5012.32,2889.89,3558.65,219.4,0.0,1117451.07,1152779.72,False
2024-06-02,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3839.58,3501.18,2379.58,2303.75,85.9,0.0,469658.31,483586.99,False
2024-07-12,AMR-006,Unilever - Rotterdam DC,EMEA,10,UAT,3337.79,3625.14,2472.01,2002.68,86.6,0.0,523765.51,536085.8,False
2024-01-16,AMR-001,Ford Motor - Michigan Facility,North America,12,Planning,4444.5,5047.93,3178.33,2666.7,102.0,0.0,8683.71,8963.71,True
2024-03-26,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3834.15,3054.87,2076.46,2300.49,113.4,0.0,144242.95,147417.4,False
2024-07-26,AMR-006,Unilever - Rotterdam DC,EMEA,10,Go-Live,3710.14,3382.52,1974.84,2226.08,99.4,0.0,572294.8,585341.23,False
2024-02-22,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4558.47,4774.94,2897.01,2735.08,138.5,0.0,156830.6,165423.96,False
2024-04-12,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4317.38,4731.06,2952.67,2590.43,157.3,0.0,390216.69,401652.55,False
2024-08-11,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5524.6,6238.3,3678.35,3314.76,290.8,0.0,592919.94,614075.97,False
2024-04-18,AMR-005,Amazon - Dallas FC,North America,30,Planning,6089.76,6041.67,3552.13,3653.85,271.5,0.0,112833.36,111442.35,False
2024-08-10,AMR-005,Amazon - Dallas FC,North America,30,UAT,6672.15,6574.55,3642.21,4003.29,279.8,0.0,821794.88,843602.58,False
2024-06-13,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3335.17,3764.4,2439.32,2001.1,105.0,0.0,421771.57,431143.63,False
2024-05-04,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,4873.43,5241.84,3060.2,2924.06,209.9,0.0,283272.62,291074.33,False
2024-03-23,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Staging & Config,4560.94,5115.11,3108.77,2736.57,141.0,0.0,296240.11,307212.8,False
2024-03-19,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Staging & Config,4503.17,4560.47,3182.28,2701.9,139.8,0.0,277501.72,289237.46,False
2024-05-25,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6035.52,6848.88,4638.42,3621.31,318.0,0.0,345618.59,353585.85,False
2024-05-09,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6160.25,6523.2,4163.33,3696.15,302.9,0.0,244998.74,247784.15,False
2024-03-27,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3575.19,4085.81,2490.84,2145.12,83.6,0.0,213541.69,217833.72,False
2024-05-14,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3844.72,2747.32,1602.72,2306.83,86.9,2.0,315810.95,320600.64,False
2024-08-11,AMR-005,Amazon - Dallas FC,North America,30,UAT,6075.59,6755.86,3907.61,3645.35,281.2,0.0,827870.47,850358.44,False
2024-09-01,AMR-005,Amazon - Dallas FC,North America,30,UAT,5776.03,6366.47,3905.21,3465.62,349.2,0.0,955863.66,983639.58,False
2024-02-24,AMR-006,Unilever - Rotterdam DC,EMEA,10,Planning,3337.89,3385.31,2198.8,2002.74,117.9,0.0,34566.25,35289.16,False
2024-01-17,AMR-001,Ford Motor - Michigan Facility,North America,12,Planning,3823.53,4386.7,2703.96,2294.12,116.5,0.0,12507.24,13350.42,False
2024-08-14,AMR-006,Unilever - Rotterdam DC,EMEA,10,Monitoring,3210.81,3613.86,2262.58,1926.48,102.2,0.0,639609.86,653584.46,False
2024-06-06,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3741.45,4061.09,,2244.87,66.8,0.0,484980.74,498837.12,False
2024-03-22,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Staging & Config,4622.57,4728.43,3186.15,2773.54,141.1,0.0,291679.17,302097.69,False
2024-05-03,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6656.07,5935.66,3538.24,3993.64,310.1,0.0,207967.85,208694.06,False
2024-03-25,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3571.93,3185.87,2129.92,2143.16,92.9,0.0,140408.8,144362.53,False
2024-07-14,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5081.61,5244.76,3053.65,3048.97,189.4,0.0,643791.08,664943.64,False
2024-02-24,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4487.04,4728.34,2748.32,2692.22,125.3,0.0,165750.52,176440.44,False
2024-08-24,AMR-003,DHL - Singapore Hub,APAC,20,Go-Live,5367.07,5504.42,3761.94,3220.24,199.9,0.0,856105.41,883908.95,False
2024-09-11,AMR-005,Amazon - Dallas FC,North America,30,Go-Live,7046.31,6238.03,3853.88,4227.78,327.6,0.0,1018622.9,1046899.7,False
2024-02-12,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4552.91,4510.62,2667.01,2731.74,133.7,0.0,110096.19,115846.59,False
2024-04-02,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,4060.5,4172.96,2724.4,2436.3,77.8,0.0,236726.65,241097.42,False
2024-07-07,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,6082.95,5959.66,3868.48,3649.77,252.8,0.0,392077.73,405556.91,False
2024-07-24,AMR-006,Unilever - Rotterdam DC,EMEA,10,Go-Live,3296.08,3581.01,2035.56,1977.65,101.0,0.0,564990.11,578108.84,False
2024-11-08,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,6514.99,6568.3,3799.84,3908.99,272.1,0.0,1111520.0,1147767.4,False
2024-07-29,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Monitoring,3514.34,4480.33,2473.59,2108.61,68.8,0.0,686346.04,708195.04,False
2024-03-20,AMR-001,Ford Motor - Michigan Facility,North America,12,Staging & Config,4460.74,3748.52,2441.47,2676.44,114.3,0.0,275745.18,281118.88,False
2024-02-19,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4571.04,4281.66,2736.52,2742.62,157.7,0.0,142780.62,149984.11,False
2024-09-13,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5803.17,5729.86,3760.59,3481.9,287.2,1.0,783079.41,810394.87,False
2024-06-17,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4222.29,4342.7,2426.61,2533.38,112.1,0.0,647964.37,670433.39,False
2024-07-01,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,UAT,3851.13,3658.18,2440.43,2310.68,73.3,2.0,579576.64,595624.76,False
2024-03-12,AMR-006,Unilever - Rotterdam DC,EMEA,10,Hardware Procurement,3539.21,3753.82,2419.11,2123.52,117.7,0.0,94868.37,96035.62,False
2024-02-09,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Planning,3857.47,4247.37,2922.09,2314.48,94.2,0.0,34091.68,36641.11,False
2024-09-29,AMR-005,Amazon - Dallas FC,North America,30,Monitoring,6226.25,6441.78,3964.06,3735.75,303.4,0.0,1130151.79,1156763.7,False
2024-05-22,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Planning,6271.63,5959.08,3304.6,3762.98,292.6,0.0,126273.94,133279.62,False
2024-07-03,AMR-001,Ford Motor - Michigan Facility,North America,12,Go-Live,4162.7,4070.5,2738.79,2497.62,130.7,0.0,714338.43,738528.61,False
2024-05-15,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3571.69,3333.54,1973.94,2143.01,96.9,0.0,319382.64,323934.18,False
2024-05-09,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3966.38,4034.99,2799.43,2379.83,93.1,0.0,377473.6,387819.32,False
2024-08-21,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5746.81,5350.8,3690.29,3448.08,219.9,1.0,649909.38,673382.68,False
2024-11-24,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Go-Live,5792.42,6015.56,3439.38,3475.45,222.1,0.0,1203588.57,1243607.03,False
2024-06-19,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6142.18,6526.42,4050.75,3685.31,348.6,0.0,502083.47,511363.9,False
2024-04-15,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Staging & Config,3788.99,4168.65,2883.37,2273.39,75.3,0.0,286265.64,292167.31,False
2024-05-11,AMR-005,Amazon - Dallas FC,North America,30,Hardware Procurement,6456.57,7379.88,4451.06,3873.94,282.3,1.0,257513.11,262637.55,False
2024-07-05,AMR-005,Amazon - Dallas FC,North America,30,Site Installation,6414.38,6902.34,4744.11,3848.63,317.1,0.0,600482.97,611586.48,False
2024-05-31,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3880.02,3822.18,2650.95,2328.01,76.3,0.0,461995.75,476052.35,False
2024-04-24,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3745.91,3687.34,2456.87,2247.54,78.3,2.0,320417.02,328906.23,False
2024-08-25,AMR-005,Amazon - Dallas FC,North America,30,UAT,5569.08,6051.33,3672.17,3341.45,288.0,0.0,913766.14,938382.14,False
2024-06-22,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5554.04,6186.55,4165.38,3332.42,265.4,0.0,304960.05,315673.51,False
2024-06-02,AMR-006,Unilever - Rotterdam DC,EMEA,10,Site Installation,3761.24,4027.08,2719.31,2256.75,91.0,0.0,382815.6,391066.32,False
2024-10-17,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,UAT,5930.33,6086.32,3637.23,3558.2,283.5,2.0,980507.18,1014846.56,False
2024-06-18,AMR-001,Ford Motor - Michigan Facility,North America,12,UAT,4280.56,4510.02,2602.05,2568.34,126.4,0.0,652244.93,674943.41,False
2024-08-20,AMR-005,Amazon - Dallas FC,North America,30,UAT,6103.82,5830.57,3477.63,3662.29,330.8,0.0,883622.05,906634.28,False
2024-06-20,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5304.14,5573.92,3279.71,3182.49,217.2,0.0,293592.13,303468.83,False
2024-01-21,AMR-001,Ford Motor - Michigan Facility,North America,12,Planning,4198.33,4179.02,2454.41,2519.0,138.2,0.0,29597.34,30094.46,False
2024-02-21,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Hardware Procurement,4731.57,5272.29,3447.0,2838.94,172.7,0.0,152272.14,160649.01,False
2024-06-13,AMR-003,DHL - Singapore Hub,APAC,20,Site Installation,5093.69,5542.63,3643.11,3056.21,207.5,2.0,487518.81,500485.09,False
2024-05-27,AMR-003,DHL - Singapore Hub,APAC,20,Staging & Config,5067.85,5592.98,3816.7,3040.71,163.5,0.0,401544.07,410918.95,False
2024-05-21,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6675.08,7772.88,5044.02,4005.05,318.5,0.0,320633.95,327740.58,False
2024-04-26,AMR-004,Bosch - Stuttgart Plant,EMEA,15,Site Installation,4725.87,4599.7,2758.44,2835.52,163.2,0.0,455232.77,466635.75,False
2024-08-22,AMR-003,DHL - Singapore Hub,APAC,20,Go-Live,5237.52,6174.53,3934.88,3142.51,192.6,0.0,845479.24,873495.63,False
2024-05-05,AMR-002,Coca-Cola - Atlanta Warehouse,North America,8,Site Installation,3428.11,3884.23,2449.98,2056.86,74.6,0.0,361904.55,371677.93,False
2024-06-18,AMR-005,Amazon - Dallas FC,North America,30,Staging & Config,6408.0,5903.77,3899.31,3844.8,354.3,0.0,495941.3,504837.48,False
2024-09-17,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Site Installation,5956.01,5844.64,3959.25,3573.61,220.0,0.0,806781.64,836293.69,False
2024-06-19,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Hardware Procurement,5435.64,6078.79,4209.02,3261.38,200.0,0.0,288287.99,297894.92,False
2024-04-10,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5145.15,5775.87,4039.38,3087.09,204.0,0.0,164201.87,166258.96,False
2024-04-03,AMR-005,Amazon - Dallas FC,North America,30,Planning,6423.73,5838.05,3714.09,3854.24,273.5,0.0,19288.33,17702.88,False
2024-07-26,AMR-007,Foxconn - Shenzhen Assembly,APAC,25,Staging & Config,5840.12,6051.13,3995.13,3504.07,267.5,0.0,502147.19,519352.17,False
2024-07-13,AMR-001,Ford Motor - Michigan Facility,North America,12,Monitoring,4048.94,4012.3,2349.44,2429.37,100.2,0.0,755289.49,781880.28,False
2024-02-20,AMR-001,Ford Motor - Michigan Facility,North America,12,Hardware Procurement,4212.73,4157.67,2483.57,2527.64,125.4,,155827.49,156581.03,False
