date,project_id,client,region,fleet_size,deployment_status,planned_daily_spend_usd,actual_daily_spend_usd,hw_cost_actual_usd,hw_cost_planned_usd,labor_hours,shipping_delay_days,cumulative_planned_usd,cumulative_actual_usd,is_spike_day,month,week,day_of_week,is_weekend,daily_spend_variance_usd,project_start_date,project_end_date,total_planned_usd,days_elapsed,project_duration_days,pct_timeline_elapsed
2024-05-30,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Site Installation,3976.53,3472.19,2094.84,2385.92,85.7,0.0,458115.76,472230.2,False,2024-05,22,Thursday,False,-504.34,2024-02-01,2024-08-14,747412.48,120,196,0.6122
2024-05-31,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Site Installation,3880.02,3822.18,2650.95,2328.01,76.3,0.0,461995.78,476052.38,False,2024-05,22,Friday,False,-57.84,2024-02-01,2024-08-14,747412.48,121,196,0.6173
2024-06-01,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Site Installation,3822.97,4033.45,2265.61,2293.78,86.4,0.0,465818.75,480085.83,False,2024-06,22,Saturday,True,210.48,2024-02-01,2024-08-14,747412.48,122,196,0.6224
2024-06-02,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Site Installation,3839.58,3501.18,2379.58,2303.75,85.9,0.0,469658.33,483587.01,False,2024-06,22,Sunday,True,-338.4,2024-02-01,2024-08-14,747412.48,123,196,0.6276
2024-06-03,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Site Installation,3853.72,3647.08,2304.8,2312.23,70.8,0.0,473512.05,487234.09,False,2024-06,23,Monday,False,-206.64,2024-02-01,2024-08-14,747412.48,124,196,0.6327
2024-06-04,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Site Installation,3953.77,3701.79,2426.81,2372.26,76.9,0.0,477465.82,490935.88,False,2024-06,23,Tuesday,False,-251.98,2024-02-01,2024-08-14,747412.48,125,196,0.6378
2024-06-05,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Site Installation,3773.5,3840.17,2257.09,2264.1,73.9,0.0,481239.32,494776.05,False,2024-06,23,Wednesday,False,66.67,2024-02-01,2024-08-14,747412.48,126,196,0.6429
2024-06-06,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Site Installation,3741.45,4061.09,2418.69,2244.87,66.8,0.0,484980.77,498837.14,False,2024-06,23,Thursday,False,319.64,2024-02-01,2024-08-14,747412.48,127,196,0.648
2024-06-07,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Site Installation,4040.65,3677.27,2538.78,2424.39,70.1,0.0,489021.42,502514.41,False,2024-06,23,Friday,False,-363.38,2024-02-01,2024-08-14,747412.48,128,196,0.6531
2024-06-08,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3877.92,3975.68,2619.77,2326.75,87.3,0.0,492899.34,506490.09,False,2024-06,23,Saturday,True,97.76,2024-02-01,2024-08-14,747412.48,129,196,0.6582
2024-06-09,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3321.95,3979.25,2189.47,1993.17,68.6,1.0,496221.29,510469.34,False,2024-06,23,Sunday,True,657.3,2024-02-01,2024-08-14,747412.48,130,196,0.6633
2024-06-10,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3626.94,3977.99,2208.4,2176.17,88.0,0.0,499848.23,514447.33,False,2024-06,24,Monday,False,351.05,2024-02-01,2024-08-14,747412.48,131,196,0.6684
2024-06-11,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3779.28,3722.68,2336.9,2267.57,92.2,0.0,503627.51,518170.01,False,2024-06,24,Tuesday,False,-56.6,2024-02-01,2024-08-14,747412.48,132,196,0.6735
2024-06-12,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3713.6,4184.84,2408.65,2228.16,95.2,0.0,507341.11,522354.85,False,2024-06,24,Wednesday,False,471.24,2024-02-01,2024-08-14,747412.48,133,196,0.6786
2024-06-13,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,4016.28,3247.49,1965.43,2409.77,87.0,0.0,511357.39,525602.34,False,2024-06,24,Thursday,False,-768.79,2024-02-01,2024-08-14,747412.48,134,196,0.6837
2024-06-14,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3893.56,3901.48,2282.0,2336.14,91.3,0.0,515250.95,529503.82,False,2024-06,24,Friday,False,7.92,2024-02-01,2024-08-14,747412.48,135,196,0.6888
2024-06-15,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3815.66,4118.8,2407.41,2289.39,73.7,0.0,519066.61,533622.62,False,2024-06,24,Saturday,True,303.14,2024-02-01,2024-08-14,747412.48,136,196,0.6939
2024-06-16,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3666.19,3751.34,2247.26,2199.71,79.1,0.0,522732.8,537373.96,False,2024-06,24,Sunday,True,85.15,2024-02-01,2024-08-14,747412.48,137,196,0.699
2024-06-17,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3630.0,3691.1,2392.42,2178.0,92.8,0.0,526362.8,541065.06,False,2024-06,25,Monday,False,61.1,2024-02-01,2024-08-14,747412.48,138,196,0.7041
2024-06-18,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3978.06,3914.09,2504.71,2386.84,82.7,0.0,530340.86,544979.15,False,2024-06,25,Tuesday,False,-63.97,2024-02-01,2024-08-14,747412.48,139,196,0.7092
2024-06-19,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3907.86,3157.14,2090.45,2344.72,71.8,1.0,534248.72,548136.29,False,2024-06,25,Wednesday,False,-750.72,2024-02-01,2024-08-14,747412.48,140,196,0.7143
2024-06-20,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3815.23,4031.74,2321.91,2289.14,83.8,0.0,538063.95,552168.03,False,2024-06,25,Thursday,False,216.51,2024-02-01,2024-08-14,747412.48,141,196,0.7194
2024-06-21,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3681.2,4825.693162314391,2855.6,2208.72,89.0,0.0,541745.15,556993.72,True,2024-06,25,Friday,False,1144.49,2024-02-01,2024-08-14,747412.48,142,196,0.7245
2024-06-22,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3575.33,4387.35,2516.94,2145.2,69.3,0.0,545320.48,561381.07,False,2024-06,25,Saturday,True,812.02,2024-02-01,2024-08-14,747412.48,143,196,0.7296
2024-06-23,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3986.1,4022.85,2608.22,2391.66,70.1,0.0,549306.58,565403.92,False,2024-06,25,Sunday,True,36.75,2024-02-01,2024-08-14,747412.48,144,196,0.7347
2024-06-24,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3477.75,3863.79,2302.96,2086.65,67.4,0.0,552784.33,569267.71,False,2024-06,26,Monday,False,386.04,2024-02-01,2024-08-14,747412.48,145,196,0.7398
2024-06-25,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,4128.07,3567.27,2082.22,2476.84,68.8,0.0,556912.4,572834.98,False,2024-06,26,Tuesday,False,-560.8,2024-02-01,2024-08-14,747412.48,146,196,0.7449
2024-06-26,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3687.22,3678.06,2396.78,2212.33,70.1,0.0,560599.62,576513.04,False,2024-06,26,Wednesday,False,-9.16,2024-02-01,2024-08-14,747412.48,147,196,0.75
2024-06-27,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,4006.22,3934.02,2550.51,2403.73,94.5,0.0,564605.84,580447.06,False,2024-06,26,Thursday,False,-72.2,2024-02-01,2024-08-14,747412.48,148,196,0.7551
2024-06-28,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3799.55,4190.6,2491.38,2279.73,93.6,0.0,568405.39,584637.66,False,2024-06,26,Friday,False,391.05,2024-02-01,2024-08-14,747412.48,149,196,0.7602
2024-06-29,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3708.42,3664.62,2366.04,2225.05,73.3,0.0,572113.81,588302.28,False,2024-06,26,Saturday,True,-43.8,2024-02-01,2024-08-14,747412.48,150,196,0.7653
2024-06-30,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3611.73,3333.24,2041.04,2167.04,73.0,0.0,575725.54,591635.52,False,2024-06,26,Sunday,True,-278.49,2024-02-01,2024-08-14,747412.48,151,196,0.7704
2024-07-01,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3851.13,3658.18,2440.43,2310.68,73.3,2.0,579576.67,595293.7,False,2024-07,27,Monday,False,-192.95,2024-02-01,2024-08-14,747412.48,152,196,0.7755
2024-07-02,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,4010.98,3694.79,2184.72,2406.59,78.3,0.0,583587.65,598988.49,False,2024-07,27,Tuesday,False,-316.19,2024-02-01,2024-08-14,747412.48,153,196,0.7806
2024-07-03,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3942.83,3726.74,2193.82,2365.7,87.8,0.0,587530.48,602715.23,False,2024-07,27,Wednesday,False,-216.09,2024-02-01,2024-08-14,747412.48,154,196,0.7857
2024-07-04,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3708.45,4059.94,2260.09,2225.07,92.1,0.0,591238.93,606775.17,False,2024-07,27,Thursday,False,351.49,2024-02-01,2024-08-14,747412.48,155,196,0.7908
2024-07-05,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,3910.45,3718.22,2263.29,2346.27,93.9,0.0,595149.38,610493.39,False,2024-07,27,Friday,False,-192.23,2024-02-01,2024-08-14,747412.48,156,196,0.7959
2024-07-06,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,UAT,4013.82,4358.53,2590.12,2408.29,71.5,0.0,599163.2,614851.92,False,2024-07,27,Saturday,True,344.71,2024-02-01,2024-08-14,747412.48,157,196,0.801
2024-07-07,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3946.02,4231.08,2544.65,2367.61,76.7,0.0,603109.22,619083.0,False,2024-07,27,Sunday,True,285.06,2024-02-01,2024-08-14,747412.48,158,196,0.8061
2024-07-08,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3732.72,4679.76,3200.28,2239.63,89.3,0.0,606841.94,623762.76,False,2024-07,28,Monday,False,947.04,2024-02-01,2024-08-14,747412.48,159,196,0.8112
2024-07-09,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3700.04,4153.7,2906.07,2220.03,75.8,0.0,610541.98,627916.46,False,2024-07,28,Tuesday,False,453.66,2024-02-01,2024-08-14,747412.48,160,196,0.8163
2024-07-10,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3778.6,4154.81,2632.16,2267.16,87.7,0.0,614320.58,632071.27,False,2024-07,28,Wednesday,False,376.21,2024-02-01,2024-08-14,747412.48,161,196,0.8214
2024-07-11,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3870.19,4142.14,2868.55,2322.12,78.5,1.0,618190.77,636213.41,False,2024-07,28,Thursday,False,271.95,2024-02-01,2024-08-14,747412.48,162,196,0.8265
2024-07-12,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3484.25,4233.12,2407.16,2090.55,91.1,1.0,621675.02,640446.53,False,2024-07,28,Friday,False,748.87,2024-02-01,2024-08-14,747412.48,163,196,0.8316
2024-07-13,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3906.35,3622.71,2150.11,2343.81,84.6,0.0,625581.37,644069.24,False,2024-07,28,Saturday,True,-283.64,2024-02-01,2024-08-14,747412.48,164,196,0.8367
2024-07-14,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3548.78,4284.32,2620.45,2129.27,71.7,0.0,629130.15,648353.56,False,2024-07,28,Sunday,True,735.54,2024-02-01,2024-08-14,747412.48,165,196,0.8418
2024-07-15,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3358.98,4790.29,3162.822328359313,2015.39,82.4,0.0,632489.13,653143.85,True,2024-07,29,Monday,False,1431.31,2024-02-01,2024-08-14,747412.48,166,196,0.8469
2024-07-16,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3761.77,4180.62,2314.63,2257.06,83.9,0.0,636250.9,657324.47,False,2024-07,29,Tuesday,False,418.85,2024-02-01,2024-08-14,747412.48,167,196,0.852
2024-07-17,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,4082.22,4373.45,2576.28,2449.33,70.8,0.0,640333.12,661697.92,False,2024-07,29,Wednesday,False,291.23,2024-02-01,2024-08-14,747412.48,168,196,0.8571
2024-07-18,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,4082.5,3747.33,2124.91,2449.5,73.2,0.0,644415.62,665445.25,False,2024-07,29,Thursday,False,-335.17,2024-02-01,2024-08-14,747412.48,169,196,0.8622
2024-07-19,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3441.32,3889.53,2195.09,2064.79,81.2,0.0,647856.94,669334.78,False,2024-07,29,Friday,False,448.21,2024-02-01,2024-08-14,747412.48,170,196,0.8673
2024-07-20,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,4103.91,3491.64,2237.07,2462.35,79.8,0.0,651960.85,672826.42,False,2024-07,29,Saturday,True,-612.27,2024-02-01,2024-08-14,747412.48,171,196,0.8724
2024-07-21,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3807.87,3594.59,2405.74,2284.72,70.9,0.0,655768.72,676421.01,False,2024-07,29,Sunday,True,-213.28,2024-02-01,2024-08-14,747412.48,172,196,0.8776
2024-07-22,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3983.47,4195.58,2521.81,2390.08,83.1,0.0,659752.19,680616.59,False,2024-07,30,Monday,False,212.11,2024-02-01,2024-08-14,747412.48,173,196,0.8827
2024-07-23,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3654.98,3736.83,2348.82,2192.99,66.0,0.0,663407.17,684353.42,False,2024-07,30,Tuesday,False,81.85,2024-02-01,2024-08-14,747412.48,174,196,0.8878
2024-07-24,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3890.96,4285.46,2897.28,2334.57,91.1,0.0,667298.13,688638.88,False,2024-07,30,Wednesday,False,394.5,2024-02-01,2024-08-14,747412.48,175,196,0.8929
2024-07-25,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3594.97,3683.3,2211.65,2156.98,69.4,0.0,670893.1,692322.18,False,2024-07,30,Thursday,False,88.33,2024-02-01,2024-08-14,747412.48,176,196,0.898
2024-07-26,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Go-Live,3823.14,3571.91,2059.31,2293.88,89.3,0.0,674716.24,695894.09,False,2024-07,30,Friday,False,-251.23,2024-02-01,2024-08-14,747412.48,177,196,0.9031
2024-07-27,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,4093.76,3520.21,2394.64,2456.26,88.4,0.0,678810.0,699414.3,False,2024-07,30,Saturday,True,-573.55,2024-02-01,2024-08-14,747412.48,178,196,0.9082
2024-07-28,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,4021.7,3969.35,2457.29,2413.02,90.0,2.0,682831.7,703383.65,False,2024-07,30,Sunday,True,-52.35,2024-02-01,2024-08-14,747412.48,179,196,0.9133
2024-07-29,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,3514.34,4480.33,2473.59,2108.61,68.8,0.0,686346.04,707863.98,False,2024-07,31,Monday,False,965.99,2024-02-01,2024-08-14,747412.48,180,196,0.9184
2024-07-30,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,3598.63,3719.69,2295.97,2159.18,93.1,0.0,689944.67,711583.67,False,2024-07,31,Tuesday,False,121.06,2024-02-01,2024-08-14,747412.48,181,196,0.9235
2024-07-31,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,4061.5,3847.69,2180.12,2436.9,80.8,2.0,694006.17,715431.36,False,2024-07,31,Wednesday,False,-213.81,2024-02-01,2024-08-14,747412.48,182,196,0.9286
2024-08-01,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,4006.44,4052.42,2417.78,2403.86,83.3,0.0,698012.61,719483.78,False,2024-08,31,Thursday,False,45.98,2024-02-01,2024-08-14,747412.48,183,196,0.9337
2024-08-02,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,3670.79,3656.59,2320.99,2202.47,81.7,0.0,701683.4,723140.37,False,2024-08,31,Friday,False,-14.2,2024-02-01,2024-08-14,747412.48,184,196,0.9388
2024-08-03,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,4066.67,4091.46,2798.71,2440.0,69.2,0.0,705750.07,727231.83,False,2024-08,31,Saturday,True,24.79,2024-02-01,2024-08-14,747412.48,185,196,0.9439
2024-08-04,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,3726.17,3791.91,2500.17,2235.7,86.4,0.0,709476.24,731023.74,False,2024-08,31,Sunday,True,65.74,2024-02-01,2024-08-14,747412.48,186,196,0.949
2024-08-05,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,3859.29,3878.25,2305.71,2315.57,69.1,0.0,713335.53,734901.99,False,2024-08,32,Monday,False,18.96,2024-02-01,2024-08-14,747412.48,187,196,0.9541
2024-08-06,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,4197.93,3973.85,2641.39,2518.76,84.0,0.0,717533.46,738875.84,False,2024-08,32,Tuesday,False,-224.08,2024-02-01,2024-08-14,747412.48,188,196,0.9592
2024-08-07,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,3639.2,4017.32,2354.17,2183.52,92.9,0.0,721172.66,742893.16,False,2024-08,32,Wednesday,False,378.12,2024-02-01,2024-08-14,747412.48,189,196,0.9643
2024-08-08,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,3807.41,3618.57,2325.24,2284.45,65.3,1.0,724980.07,746511.73,False,2024-08,32,Thursday,False,-188.84,2024-02-01,2024-08-14,747412.48,190,196,0.9694
2024-08-09,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,3939.76,3561.25,2303.53,2363.86,72.4,0.0,728919.83,750072.98,False,2024-08,32,Friday,False,-378.51,2024-02-01,2024-08-14,747412.48,191,196,0.9745
2024-08-10,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,3740.32,4017.23,2385.05,2244.19,67.3,0.0,732660.15,754090.21,False,2024-08,32,Saturday,True,276.91,2024-02-01,2024-08-14,747412.48,192,196,0.9796
2024-08-11,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,3616.57,3800.07,2259.52,2169.94,74.8,0.0,736276.72,757890.28,False,2024-08,32,Sunday,True,183.5,2024-02-01,2024-08-14,747412.48,193,196,0.9847
2024-08-12,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,3758.2,4164.69,2860.87,2254.92,68.2,0.0,740034.92,762054.97,False,2024-08,33,Monday,False,406.49,2024-02-01,2024-08-14,747412.48,194,196,0.9898
2024-08-13,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,3668.39,4825.693162314391,3162.822328359313,2201.03,74.3,0.0,743703.31,766880.67,True,2024-08,33,Tuesday,False,1157.3,2024-02-01,2024-08-14,747412.48,195,196,0.9949
2024-08-14,AMR-002,Coca-Cola - Atlanta Warehouse,NORTH AMERICA,8,Monitoring,3709.17,4153.42,2555.57,2225.5,72.2,0.0,747412.48,771034.09,False,2024-08,33,Wednesday,False,444.25,2024-02-01,2024-08-14,747412.48,196,196,1.0
2024-03-10,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5035.62,5153.05,3193.24,3021.37,180.0,0.0,5035.62,5153.05,False,2024-03,10,Sunday,True,117.43,2024-03-10,2024-09-29,1040919.78,1,204,0.0049
2024-03-11,AMR-003,DHL - Singapore Hub,APAC,20,Planning,4957.57,6119.78,4249.95,2974.54,225.2,0.0,9993.19,11272.83,True,2024-03,11,Monday,False,1162.21,2024-03-10,2024-09-29,1040919.78,2,204,0.0098
2024-03-12,AMR-003,DHL - Singapore Hub,APAC,20,Planning,4584.25,5669.68,3276.4,2750.55,231.5,0.0,14577.44,16942.51,False,2024-03,11,Tuesday,False,1085.43,2024-03-10,2024-09-29,1040919.78,3,204,0.0147
2024-03-13,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5402.52,4525.05,3017.43,3241.51,176.7,0.0,19979.96,21467.56,False,2024-03,11,Wednesday,False,-877.47,2024-03-10,2024-09-29,1040919.78,4,204,0.0196
2024-03-14,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5032.0,5127.56,3457.3,3019.2,164.5,0.0,25011.96,26595.12,False,2024-03,11,Thursday,False,95.56,2024-03-10,2024-09-29,1040919.78,5,204,0.0245
2024-03-15,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5183.89,4936.18,2997.81,3110.34,174.3,0.0,30195.85,31531.3,False,2024-03,11,Friday,False,-247.71,2024-03-10,2024-09-29,1040919.78,6,204,0.0294
2024-03-16,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5537.59,5151.57,3572.22,3322.55,190.7,2.0,35733.44,36682.87,False,2024-03,11,Saturday,True,-386.02,2024-03-10,2024-09-29,1040919.78,7,204,0.0343
2024-03-17,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5178.9,5292.62,3111.82,3107.34,171.5,0.0,40912.34,41975.49,False,2024-03,11,Sunday,True,113.72,2024-03-10,2024-09-29,1040919.78,8,204,0.0392
2024-03-18,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5262.16,5479.65,3722.34,3157.3,161.2,0.0,46174.5,47455.14,False,2024-03,12,Monday,False,217.49,2024-03-10,2024-09-29,1040919.78,9,204,0.0441
2024-03-19,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5617.01,5166.05,3576.18,3370.21,181.1,0.0,51791.51,52621.19,False,2024-03,12,Tuesday,False,-450.96,2024-03-10,2024-09-29,1040919.78,10,204,0.049
2024-03-20,AMR-003,DHL - Singapore Hub,APAC,20,Planning,4989.04,4374.72,3015.93,2993.43,166.3,0.0,56780.55,56995.91,False,2024-03,12,Wednesday,False,-614.32,2024-03-10,2024-09-29,1040919.78,11,204,0.0539
2024-03-21,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5151.06,5129.7,3516.15,3090.64,197.8,0.0,61931.61,62125.61,False,2024-03,12,Thursday,False,-21.36,2024-03-10,2024-09-29,1040919.78,12,204,0.0588
2024-03-22,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5156.31,4609.04,3137.62,3093.79,193.6,0.0,67087.92,66734.65,False,2024-03,12,Friday,False,-547.27,2024-03-10,2024-09-29,1040919.78,13,204,0.0637
2024-03-23,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5254.77,4942.97,3451.74,3152.86,223.7,0.0,72342.69,71677.62,False,2024-03,12,Saturday,True,-311.8,2024-03-10,2024-09-29,1040919.78,14,204,0.0686
2024-03-24,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5039.91,5339.1,3633.62,3023.94,187.9,0.0,77382.6,77016.72,False,2024-03,12,Sunday,True,299.19,2024-03-10,2024-09-29,1040919.78,15,204,0.0735
2024-03-25,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5000.49,5345.4,3310.35,3000.29,169.0,1.0,82383.09,82362.12,False,2024-03,13,Monday,False,344.91,2024-03-10,2024-09-29,1040919.78,16,204,0.0784
2024-03-26,AMR-003,DHL - Singapore Hub,APAC,20,Planning,4773.92,5384.17,3180.76,2864.35,213.2,2.0,87157.01,87746.29,False,2024-03,13,Tuesday,False,610.25,2024-03-10,2024-09-29,1040919.78,17,204,0.0833
2024-03-27,AMR-003,DHL - Singapore Hub,APAC,20,Planning,4854.74,4918.34,2818.18,2912.84,202.3,0.0,92011.75,92664.63,False,2024-03,13,Wednesday,False,63.6,2024-03-10,2024-09-29,1040919.78,18,204,0.0882
2024-03-28,AMR-003,DHL - Singapore Hub,APAC,20,Planning,5225.49,4309.53,2758.75,3135.3,229.1,0.0,97237.24,96974.16,False,2024-03,13,Thursday,False,-915.96,2024-03-10,2024-09-29,1040919.78,19,204,0.0931
2024-03-29,AMR-003,DHL - Singapore Hub,APAC,20,Planning,4918.94,6577.11154031311,4283.587728401588,2951.37,233.0,0.0,102156.18,103551.27,True,2024-03,13,Friday,False,1658.17,2024-03-10,2024-09-29,1040919.78,20,204,0.098
2024-03-30,AMR-003,DHL - Singapore Hub,APAC,20,Planning,4948.76,5792.13,4005.37,2969.26,235.9,0.0,107104.94,109343.4,False,2024-03,13,Saturday,True,843.37,2024-03-10,2024-09-29,1040919.78,21,204,0.1029
2024-03-31,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5565.87,5169.07,3100.57,3339.52,232.3,0.0,112670.81,114512.47,False,2024-03,13,Sunday,True,-396.8,2024-03-10,2024-09-29,1040919.78,22,204,0.1078
2024-04-01,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,4779.69,5155.24,3547.62,2867.82,196.8,0.0,117450.5,119667.71,False,2024-04,14,Monday,False,375.55,2024-03-10,2024-09-29,1040919.78,23,204,0.1127
2024-04-02,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,4877.55,5077.32,3446.92,2926.53,183.5,0.0,122328.05,124745.03,False,2024-04,14,Tuesday,False,199.77,2024-03-10,2024-09-29,1040919.78,24,204,0.1176
2024-04-03,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,4976.48,5235.17,3303.1,2985.89,168.4,0.0,127304.53,129980.2,False,2024-04,14,Wednesday,False,258.69,2024-03-10,2024-09-29,1040919.78,25,204,0.1225
2024-04-04,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5707.47,4996.15,3443.45,3424.48,215.0,0.0,133012.0,134976.35,False,2024-04,14,Thursday,False,-711.32,2024-03-10,2024-09-29,1040919.78,26,204,0.1275
2024-04-05,AMR-003,DHL - Singapore Hub,APAC,20,Hardware Procurement,5820.66,5087.7,3258.86,3492.39,236.4,0.0,138832.66,140064.05,False,2024-04,14,Friday,False,-732.96,2024-03-10,2024-09-29,1040919.78,27,204,0.1324
